4, 0.00086498260498
8, 9.41753387451e-05
16, 6.103515625e-05
32, 5.00679016113e-05
64, 7.10487365723e-05
128, 8.89301300049e-05
256, 0.000120162963867
512, 0.000109910964966
1024, 0.000113964080811
2048, 0.000160932540894
4096, 0.000292062759399
8192, 0.000344038009644
16384, 0.000408172607422
32768, 0.000157117843628
65536, 0.000120162963867
131072, 0.000152111053467
262144, 0.000135898590088
524288, 0.000144004821777
1048576, 0.000166893005371
2097152, 0.000185012817383
4194304, 0.000180006027222
8388608, 0.000180006027222
16777216, 0.000211000442505
33554432, 0.00021505355835
67108864, 0.000230073928833
134217728, 0.000157117843628
268435456, 0.000284194946289
536870912, 0.000270128250122
1073741824, 0.000324964523315
2147483648, 0.000288963317871
4294967296, 0.000183820724487
8589934592, 0.000213861465454
17179869184, 0.000296115875244
34359738368, 0.000355005264282
68719476736, 0.000370025634766
137438953472, 0.000391006469727
274877906944, 0.000396966934204
549755813888, 0.000349998474121
1099511627776, 0.000440835952759
2199023255552, 0.000473022460938
4398046511104, 0.000481128692627
8796093022208, 0.000493049621582
17592186044416, 0.000477075576782
35184372088832, 0.000580072402954
70368744177664, 0.000444889068604
140737488355328, 0.000424146652222
281474976710656, 0.000456094741821
562949953421312, 0.000395059585571
